field_name,declaring_file,declaration_kind,nullability,default,check,fk,enum_coercion,required,current_role,owner_category,target_owner_file,target_descriptor,deletion_proof,pinned_tests,metric_id,baseline_count,target_count,quire_dependency_id,sidecar_disposition,slice_id,status
notes,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
description,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
auto_summary,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
body,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
canonical_ast,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
variables_json,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
algorithm_stage,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
concept_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/concepts/declaration.py,concept,sidecar_projection_columns: 208 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,concepts,complete
claim_a_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
claim_b_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
warning_class,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
conditions_a,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
conditions_b,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
value_a,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
value_b,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
derivation_chain,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
justification_kind,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
conclusion_claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
premise_claim_ids,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
source_relation_type,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
source_claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
provenance_json,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
rule_strength,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
context,propstore/sidecar/claims.py,foreign_key,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,reference,quire-artifact-family,propstore/families/claims/declaration.py,claim,handwritten_fk_edges: 21 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,handwritten_fk_edges,21,0,QD-008,deleted,claims,complete
claim_core,propstore/sidecar/claims.py,foreign_key,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,ledger-required,reference,quire-artifact-family,propstore/families/claims/declaration.py,claim,handwritten_fk_edges: 21 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,handwritten_fk_edges,21,0,QD-008,deleted,claims,complete
